"","Date","Hour.CST.","Fargo","Fargo.1","Fargo.2","Fargo.3","Fargo.4","Fargo.5","Fargo.6","Fargo.7","Fargo.8","Fargo.9","Fargo.10","Fargo.11","Fargo.12","Fargo.13","Fargo.14","Fargo.15","Fargo.16","Fargo.17","Fargo.18"
"1952","2018-03-17","100","15","83","28","28","0.7","2.8","318","18","0","M","986","11","15","16","78","1.3","3.9","322","16"
"1953","2018-03-17","200","14","81","28","28","1.6","4.9","290","29","0","M","986","9","14","16","75","2.2","4.9","284","20"
"1954","2018-03-17","300","13","76","28","28","1.5","3.2","318","23","0","M","986","6","13","13","73","1.9","3.5","312","14"
"1955","2018-03-17","400","11","79","28","27","0.7","2.4","259","19","0","M","985","6","11","13","71","1.1","2.6","278","16"
"1956","2018-03-17","500","11","77","27","27","0.2","2.2","282","28","0","M","985","5","11","12","72","0.1","2.5","24","2"
"1957","2018-03-17","600","12","74","27","27","0.9","2.5","356","28","0","M","985","5","12","14","69","1.0","3.1","20","6"
"1958","2018-03-17","700","11","80","27","27","0.0","1.0","27","5","1","M","985","6","11","15","70","1.0","2.6","68","8"
"1959","2018-03-17","800","13","77","27","26","0.7","2.9","333","19","11","M","985","7","13","16","71","0.4","3.4","11","22"
"1960","2018-03-17","900","17","73","27","26","1.0","2.5","303","20","26","M","985","10","17","17","73","0.9","2.7","293","19"
"1961","2018-03-17","1000","23","71","26","26","1.5","3.4","323","24","41","M","986","15","23","23","70","1.8","3.4","299","18"
"1962","2018-03-17","1100","27","70","26","26","3.3","6.2","330","15","52","M","986","19","23","27","69","3.5","6.3","315","12"
"1963","2018-03-17","1200","33","58","27","26","3.4","6.9","274","31","60","M","985","19","29","32","55","3.6","7.5","264","30"
"1964","2018-03-17","1300","32","68","27","27","4.7","8.0","341","24","63","M","985","22","26","32","66","4.6","8.3","332","21"
"1965","2018-03-17","1400","33","67","27","27","6.2","7.9","297","7","61","M","984","23","27","33","63","6.8","8.4","290","6"
"1966","2018-03-17","1500","35","60","27","27","7.8","11.2","291","7","53","M","984","22","28","35","54","8.7","12.2","283","6"
"1967","2018-03-17","1600","35","57","27","28","7.0","11.3","280","10","44","M","984","21","28","35","52","7.7","12.6","274","10"
"1968","2018-03-17","1700","35","57","28","28","4.4","9.1","298","7","31","M","984","21","30","35","50","4.9","9.3","290","6"
"1969","2018-03-17","1800","35","55","28","28","2.2","5.2","345","23","15","M","984","20","35","35","51","2.3","5.9","335","26"
"1970","2018-03-17","1900","33","58","28","29","2.7","4.7","354","16","2","M","983","19","33","34","53","3.3","5.2","353","15"
"1971","2018-03-17","2000","30","68","28","29","0.6","2.2","8","6","0","M","984","20","30","33","55","1.5","3.2","42","19"
"1972","2018-03-17","2100","27","77","28","29","0.1","1.0","278","2","0","M","984","21","27","32","60","0.2","2.5","112","8"
"1973","2018-03-17","2200","30","72","28","29","0.2","2.3","285","15","0","M","984","22","30","32","61","0.0","1.0","96","8"
"1974","2018-03-17","2300","31","77","29","29","0.2","1.6","308","11","0","M","984","24","31","32","62","0.1","1.3","182","11"
"1975","2018-03-17","2400","31","79","29","29","0.4","2.7","309","8","0","M","984","26","31","33","64","0.2","1.8","269","7"
"1976","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"1977","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"1978","2018-03-18","100","32","78","29","30","0.9","3.5","179","17","0","M","984","26","32","33","69","1.6","4.1","174","18"
"1979","2018-03-18","200","33","74","29","30","1.6","4.9","197","8","0","M","984","26","33","34","67","2.5","5.0","192","8"
"1980","2018-03-18","300","33","71","29","30","4.2","7.0","229","9","0","M","983","25","29","34","67","5.0","7.5","225","9"
"1981","2018-03-18","400","33","76","29","30","4.4","7.7","250","9","0","M","983","26","28","33","73","4.1","9.1","238","13"
"1982","2018-03-18","500","33","81","29","30","4.8","7.7","249","7","0","M","983","28","28","33","78","5.6","7.9","245","7"
"1983","2018-03-18","600","33","83","29","30","2.8","5.4","228","11","0","M","984","28","33","33","80","3.4","6.6","226","10"
"1984","2018-03-18","700","33","83","29","30","4.6","7.5","227","8","0","M","984","29","28","34","82","5.3","8.4","225","8"
"1985","2018-03-18","800","34","84","29","30","3.7","6.3","224","9","3","M","983","29","30","34","83","4.1","6.6","220","9"
"1986","2018-03-18","900","34","84","29","30","3.8","6.1","233","11","9","M","983","30","30","34","83","4.3","6.8","230","11"
"1987","2018-03-18","1000","35","84","29","30","5.8","8.4","244","6","14","M","984","30","29","35","83","6.5","8.9","240","6"
"1988","2018-03-18","1100","35","84","29","30","4.3","6.9","276","20","15","M","984","31","31","35","83","5.0","7.8","271","19"
"1989","2018-03-18","1200","35","84","29","30","4.6","7.0","302","12","21","M","984","31","30","35","83","5.4","7.5","295","12"
"1990","2018-03-18","1300","35","82","29","30","3.0","4.9","343","16","26","M","983","30","32","35","82","3.2","5.2","336","15"
"1991","2018-03-18","1400","36","81","29","30","3.3","6.1","344","12","27","M","983","31","33","36","81","3.6","6.6","337","10"
"1992","2018-03-18","1500","36","80","29","30","4.4","6.0","346","9","21","M","983","31","32","36","80","4.9","6.9","342","7"
"1993","2018-03-18","1600","36","80","29","30","4.4","6.8","358","12","17","M","983","30","31","36","80","5.0","7.3","353","12"
"1994","2018-03-18","1700","36","82","29","30","3.8","6.2","359","15","9","M","984","31","32","35","82","4.5","6.8","353","13"
"1995","2018-03-18","1800","35","84","29","30","3.6","6.3","351","12","3","M","984","31","31","35","84","4.4","6.7","345","10"
"1996","2018-03-18","1900","34","87","29","30","3.6","6.5","358","11","0","M","984","31","30","34","87","4.4","7.2","351","11"
"1997","2018-03-18","2000","34","85","29","30","3.6","7.2","3","11","0","M","984","30","30","34","85","4.4","8.4","1","12"
"1998","2018-03-18","2100","34","84","29","30","5.0","8.3","14","12","0","M","984","30","29","34","83","5.9","9.8","9","11"
"1999","2018-03-18","2200","34","83","29","30","4.6","7.4","18","12","0","M","984","30","30","34","82","5.3","8.4","13","11"
"2000","2018-03-18","2300","34","83","29","30","4.7","8.9","16","14","0","M","984","29","29","34","83","5.4","10.1","11","13"
"2001","2018-03-18","2400","34","86","30","30","4.9","9.3","12","13","0","M","984","30","28","33","86","5.6","9.6","8","11"
"2002","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2003","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2004","2018-03-19","100","33","89","30","30","3.9","7.0","5","13","0","M","985","30","29","33","90","4.6","7.8","0","13"
"2005","2018-03-19","200","33","90","30","30","3.5","7.5","2","18","0","M","985","30","29","33","91","4.0","7.8","356","17"
"2006","2018-03-19","300","33","91","30","30","3.8","6.2","357","13","0","M","985","31","28","33","92","4.5","7.4","353","13"
"2007","2018-03-19","400","33","93","30","31","3.5","5.4","348","14","0","M","985","31","28","32","93","4.0","6.8","344","13"
"2008","2018-03-19","500","32","94","30","31","4.0","7.0","349","12","0","M","986","31","28","32","95","4.8","7.7","343","10"
"2009","2018-03-19","600","32","94","30","31","3.7","6.0","349","13","0","M","986","31","28","32","95","4.4","6.8","343","12"
"2010","2018-03-19","700","32","94","30","31","3.5","6.9","353","11","0","M","986","31","28","32","95","4.1","6.7","348","12"
"2011","2018-03-19","800","33","92","30","31","4.3","7.6","15","13","2","M","986","31","28","33","93","4.8","8.5","12","11"
"2012","2018-03-19","900","34","88","30","31","5.4","9.9","27","9","7","M","986","31","28","33","89","6.0","9.8","23","10"
"2013","2018-03-19","1000","35","82","30","31","3.8","7.0","51","16","18","M","986","30","31","35","83","4.2","8.7","46","14"
"2014","2018-03-19","1100","37","74","30","31","2.6","5.7","81","38","28","M","986","29","37","37","74","3.0","6.8","79","38"
"2015","2018-03-19","1200","37","76","30","31","3.6","9.5","322","14","24","M","986","30","34","37","76","3.9","10.5","314","12"
"2016","2018-03-19","1300","34","88","30","31","7.5","12.3","334","10","18","M","986","31","27","34","89","8.3","12.4","326","10"
"2017","2018-03-19","1400","33","94","30","31","7.3","11.5","342","11","19","M","986","32","26","33","95","8.0","12.3","334","9"
"2018","2018-03-19","1500","33","96","30","31","7.4","11.0","347","10","19","M","986","32","25","32","98","8.4","11.9","341","8"
"2019","2018-03-19","1600","33","97","30","31","5.2","8.7","355","12","16","M","986","32","27","32","98","5.7","9.9","350","12"
"2020","2018-03-19","1700","33","97","30","31","5.5","9.6","7","13","12","M","986","32","27","32","98","6.2","11.1","2","12"
"2021","2018-03-19","1800","33","97","30","31","5.0","7.9","14","10","5","M","986","32","27","32","98","5.7","8.9","8","9"
"2022","2018-03-19","1900","33","97","30","31","4.2","8.0","27","17","1","M","986","32","28","32","98","4.7","7.7","22","17"
"2023","2018-03-19","2000","33","97","30","31","3.2","5.8","69","13","0","M","986","32","29","33","98","3.7","6.3","66","13"
"2024","2018-03-19","2100","33","96","30","31","3.5","8.3","110","19","0","M","986","32","29","32","98","3.9","7.7","108","17"
"2025","2018-03-19","2200","33","95","30","31","4.1","7.5","118","14","0","M","986","32","28","32","97","4.5","8.9","115","12"
"2026","2018-03-19","2300","33","95","30","31","3.3","6.4","132","15","0","M","986","32","29","32","97","3.5","7.0","127","13"
"2027","2018-03-19","2400","32","96","30","31","2.0","4.0","112","35","0","M","986","31","32","32","97","2.3","4.3","106","31"
"2028","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2029","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2030","2018-03-20","100","32","97","30","31","3.3","5.3","74","7","0","M","985","31","28","32","98","3.6","5.2","72","7"
"2031","2018-03-20","200","32","97","30","31","4.9","9.9","120","16","0","M","985","31","26","31","97","5.4","9.6","116","15"
"2032","2018-03-20","300","31","96","30","31","4.6","8.5","148","13","0","M","985","30","26","31","97","5.0","9.1","142","12"
"2033","2018-03-20","400","31","96","30","31","4.8","8.7","133","15","0","M","985","29","25","30","96","5.2","9.3","128","13"
"2034","2018-03-20","500","30","95","30","31","5.2","9.4","119","17","0","M","985","29","24","30","95","5.7","10.1","114","15"
"2035","2018-03-20","600","29","94","30","31","5.5","9.4","115","15","0","M","985","28","22","29","94","6.1","11.3","112","14"
"2036","2018-03-20","700","29","92","30","31","5.8","10.8","124","16","1","M","985","27","21","28","92","6.4","12.0","119","14"
"2037","2018-03-20","800","28","90","30","31","6.8","12.6","131","13","7","M","985","26","20","28","90","7.4","14.4","126","12"
"2038","2018-03-20","900","28","86","30","31","7.3","12.6","124","16","21","M","985","25","20","28","87","7.9","13.1","119","14"
"2039","2018-03-20","1000","28","84","30","31","7.9","13.2","133","15","22","M","985","24","20","28","85","8.6","13.8","128","13"
"2040","2018-03-20","1100","28","84","30","31","7.4","10.6","145","15","26","M","985","24","20","28","84","8.0","11.9","139","14"
"2041","2018-03-20","1200","29","82","30","31","6.6","10.8","151","15","35","M","985","24","21","28","83","7.2","11.2","146","14"
"2042","2018-03-20","1300","30","81","30","31","5.8","9.6","159","20","43","M","985","25","23","29","81","6.4","9.9","154","18"
"2043","2018-03-20","1400","31","80","30","31","5.4","10.1","167","26","37","M","985","25","24","30","80","5.9","9.8","163","24"
"2044","2018-03-20","1500","31","79","30","31","3.5","7.4","167","25","29","M","984","26","27","31","79","3.7","7.0","163","25"
"2045","2018-03-20","1600","32","80","30","31","3.0","7.1","157","19","15","M","985","26","32","31","79","3.1","6.9","151","19"
"2046","2018-03-20","1700","31","82","30","31","2.9","6.5","293","54","5","M","985","27","31","31","82","3.1","6.9","285","51"
"2047","2018-03-20","1800","31","85","30","31","3.1","6.3","332","14","2","M","985","27","27","30","85","3.2","6.6","324","13"
"2048","2018-03-20","1900","30","86","30","31","1.2","2.3","329","14","0","M","985","27","30","30","86","1.1","2.3","323","11"
"2049","2018-03-20","2000","30","87","30","31","1.5","5.9","85","32","0","M","985","27","30","30","87","1.7","5.9","84","24"
"2050","2018-03-20","2100","31","85","30","31","3.0","5.5","159","20","0","M","985","27","31","31","85","3.3","5.4","154","19"
"2051","2018-03-20","2200","29","88","30","31","2.1","4.3","173","11","0","M","985","26","29","30","87","2.5","4.6","169","10"
"2052","2018-03-20","2300","30","89","30","31","2.5","5.5","162","9","0","M","985","27","30","30","89","3.0","5.7","157","10"
"2053","2018-03-20","2400","30","89","30","31","3.3","5.7","170","11","0","M","985","27","26","30","89","3.6","6.3","166","11"
"2054","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2055","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2056","2018-03-21","100","30","89","30","31","4.1","7.3","172","9","0","M","985","27","25","30","89","4.6","8.2","168","9"
"2057","2018-03-21","200","31","88","30","31","4.4","7.8","167","9","0","M","985","28","25","30","89","4.9","9.0","163","9"
"2058","2018-03-21","300","31","90","30","31","5.2","8.1","161","10","0","M","985","28","25","31","90","5.7","9.0","156","10"
"2059","2018-03-21","400","31","91","30","31","5.0","8.4","165","13","0","M","985","29","25","31","92","5.5","8.5","162","12"
"2060","2018-03-21","500","31","91","30","31","4.8","7.6","162","11","0","M","985","29","26","31","91","5.2","8.6","157","12"
"2061","2018-03-21","600","31","92","30","31","4.9","7.8","159","9","0","M","986","29","26","31","92","5.3","7.9","154","9"
"2062","2018-03-21","700","32","93","30","31","5.3","8.4","163","9","0","M","986","30","25","31","93","5.9","9.1","158","8"
"2063","2018-03-21","800","32","92","30","31","6.7","10.1","159","9","4","M","986","30","25","31","93","7.5","11.3","155","9"
"2064","2018-03-21","900","32","92","30","31","7.7","12.5","164","10","10","M","986","30","24","32","92","8.5","12.6","159","10"
"2065","2018-03-21","1000","32","91","30","31","8.1","13.8","162","12","12","M","987","30","24","32","92","9.0","13.8","158","11"
"2066","2018-03-21","1100","33","90","30","31","8.2","12.7","167","11","15","M","987","30","25","32","90","9.1","14.4","163","11"
"2067","2018-03-21","1200","33","85","30","31","9.3","15.5","176","14","19","M","987","29","25","33","85","10.2","16.6","171","14"
"2068","2018-03-21","1300","34","82","30","31","10.2","15.7","188","10","20","M","987","29","25","34","82","11.2","15.7","184","9"
"2069","2018-03-21","1400","35","79","30","31","9.5","13.8","188","12","28","M","987","29","27","34","79","10.6","14.8","184","11"
"2070","2018-03-21","1500","35","80","30","31","8.2","13.2","197","14","23","M","988","29","28","35","79","9.1","13.5","193","13"
"2071","2018-03-21","1600","35","79","30","31","7.0","11.3","187","12","14","M","988","30","29","35","79","7.8","11.6","184","12"
"2072","2018-03-21","1700","36","80","30","31","5.9","9.8","170","14","10","M","988","30","30","36","79","6.6","10.3","166","13"
"2073","2018-03-21","1800","36","81","30","31","4.2","7.5","184","13","5","M","989","31","32","36","80","4.7","7.8","179","13"
"2074","2018-03-21","1900","36","82","30","31","2.6","5.2","160","16","1","M","989","31","36","36","81","2.8","5.5","155","16"
"2075","2018-03-21","2000","36","84","30","31","2.6","3.9","159","10","0","M","990","31","36","36","83","3.0","4.6","152","10"
"2076","2018-03-21","2100","35","86","30","31","0.8","3.0","194","29","0","M","990","32","35","36","85","1.0","3.6","174","18"
"2077","2018-03-21","2200","34","88","30","31","1.3","2.5","338","21","0","M","991","31","34","35","86","1.6","3.3","321","11"
"2078","2018-03-21","2300","34","88","31","31","0.7","2.1","351","25","0","M","991","31","34","35","86","1.2","2.1","357","25"
"2079","2018-03-21","2400","35","87","31","31","0.3","1.8","35","14","0","M","991","31","35","35","85","0.7","2.0","37","18"
"2080","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2081","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2082","2018-03-22","100","34","88","31","31","0.9","2.5","72","13","0","M","991","31","34","35","86","1.2","3.1","76","11"
"2083","2018-03-22","200","34","89","31","31","2.2","4.0","117","38","0","M","992","31","34","35","88","2.4","4.5","121","33"
"2084","2018-03-22","300","34","91","31","31","1.2","3.6","188","31","0","M","992","31","34","34","91","1.6","4.5","178","21"
"2085","2018-03-22","400","33","93","31","31","0.7","3.9","159","5","0","M","992","31","33","33","92","1.0","4.1","155","8"
"2086","2018-03-22","500","33","92","31","31","0.7","2.4","165","9","0","M","993","31","33","33","92","0.8","2.9","156","8"
"2087","2018-03-22","600","33","93","31","31","0.4","1.9","43","14","0","M","993","31","33","33","92","0.4","2.5","58","21"
"2088","2018-03-22","700","33","94","31","31","1.6","3.7","10","25","1","M","994","31","33","33","93","1.7","3.7","8","25"
"2089","2018-03-22","800","33","94","31","31","2.5","4.6","15","12","6","M","994","31","33","33","94","2.8","5.4","11","10"
"2090","2018-03-22","900","34","88","31","31","4.4","7.8","23","11","14","M","995","31","29","34","88","4.9","8.1","16","11"
"2091","2018-03-22","1000","35","83","31","31","5.7","9.8","29","13","26","M","995","31","29","35","84","6.2","11.1","23","12"
"2092","2018-03-22","1100","36","82","31","31","7.1","10.8","21","9","51","M","995","31","30","36","82","7.8","11.6","14","10"
"2093","2018-03-22","1200","37","82","31","31","6.3","9.6","18","12","42","M","995","32","31","36","82","7.0","10.5","12","11"
"2094","2018-03-22","1300","38","79","31","31","5.1","9.2","18","17","42","M","995","32","33","38","78","5.5","9.5","12","16"
"2095","2018-03-22","1400","38","79","31","31","6.8","10.4","358","12","37","M","995","32","32","38","79","7.6","11.9","352","12"
"2096","2018-03-22","1500","37","81","31","31","7.2","10.3","355","11","28","M","995","32","31","37","81","8.4","11.6","349","11"
"2097","2018-03-22","1600","37","81","31","31","6.8","10.2","357","13","33","M","995","32","32","37","80","7.8","12.2","352","12"
"2098","2018-03-22","1700","38","80","31","31","6.5","11.4","20","21","23","M","995","32","32","38","80","7.3","12.1","15","20"
"2099","2018-03-22","1800","39","73","31","31","7.6","12.9","46","12","12","M","995","31","33","39","73","8.9","14.4","42","11"
"2100","2018-03-22","1900","38","75","31","31","8.3","14.5","49","9","2","M","995","31","31","38","75","9.6","15.4","44","8"
"2101","2018-03-22","2000","37","82","31","31","6.9","11.3","49","10","0","M","996","32","30","36","82","8.0","11.3","44","8"
"2102","2018-03-22","2100","36","83","31","31","6.8","10.7","51","10","0","M","996","31","30","36","84","7.8","12.2","46","9"
"2103","2018-03-22","2200","35","83","31","31","4.9","8.1","65","9","0","M","996","31","30","35","82","5.8","8.7","62","8"
"2104","2018-03-22","2300","35","81","31","31","5.0","8.1","74","9","0","M","996","30","30","35","80","6.0","8.8","71","8"
"2105","2018-03-22","2400","35","79","31","31","4.7","8.0","77","9","0","M","996","29","31","35","78","5.6","8.7","73","8"
"2106","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2107","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2108","2018-03-23","100","36","77","31","31","4.3","8.1","93","14","0","M","995","29","31","35","77","5.1","8.9","89","13"
"2109","2018-03-23","200","36","75","31","31","4.7","9.0","111","14","0","M","995","28","31","36","75","5.4","9.8","107","13"
"2110","2018-03-23","300","35","76","31","31","4.9","8.4","108","12","0","M","995","28","30","35","76","5.7","10.4","105","13"
"2111","2018-03-23","400","34","77","31","31","5.7","11.9","106","14","0","M","994","27","28","34","77","6.7","12.0","103","13"
"2112","2018-03-23","500","34","76","31","31","5.7","12.1","102","13","0","M","994","27","28","33","76","6.7","12.8","97","13"
"2113","2018-03-23","600","33","75","31","31","6.5","12.8","117","14","0","M","994","26","26","33","75","7.3","15.1","113","14"
"2114","2018-03-23","700","33","71","31","31","7.2","12.5","106","13","1","M","993","25","26","33","70","8.3","15.2","102","13"
"2115","2018-03-23","800","34","68","31","31","7.8","14.0","108","15","6","M","993","24","26","33","67","9.0","16.3","103","12"
"2116","2018-03-23","900","34","65","31","31","8.2","16.1","107","13","12","M","993","23","27","34","64","9.5","16.5","103","12"
"2117","2018-03-23","1000","35","64","31","31","8.8","16.4","110","14","15","M","992","23","27","34","63","10.2","18.9","105","13"
"2118","2018-03-23","1100","36","62","31","31","9.1","16.1","112","14","16","M","992","24","28","35","61","10.7","19.4","108","13"
"2119","2018-03-23","1200","36","60","31","31","9.4","19.6","111","15","20","M","991","24","29","36","59","10.8","20.8","107","14"
"2120","2018-03-23","1300","37","58","31","31","10.0","18.1","117","16","22","M","990","24","29","37","57","11.5","20.2","113","15"
"2121","2018-03-23","1400","38","52","31","31","11.8","21.4","123","15","18","M","989","22","30","38","50","13.4","23.0","118","14"
"2122","2018-03-23","1500","38","46","31","31","12.7","23.8","127","14","15","M","989","19","30","38","44","14.3","24.8","122","12"
"2123","2018-03-23","1600","38","47","31","31","10.4","19.2","122","16","10","M","988","20","30","38","45","11.9","21.4","118","14"
"2124","2018-03-23","1700","38","46","31","31","10.5","19.4","117","16","4","M","988","19","30","38","44","12.1","22.6","112","14"
"2125","2018-03-23","1800","37","51","31","31","9.3","16.9","106","15","2","M","988","20","30","37","49","11.0","17.6","103","13"
"2126","2018-03-23","1900","37","53","31","31","9.0","16.9","112","15","0","M","988","21","30","37","51","10.4","18.3","107","13"
"2127","2018-03-23","2000","37","50","31","31","8.2","17.1","118","16","0","M","988","20","30","37","49","9.4","17.5","113","15"
"2128","2018-03-23","2100","37","52","31","31","7.2","16.1","117","16","0","M","990","21","31","37","50","8.2","15.9","112","15"
"2129","2018-03-23","2200","36","59","31","31","9.3","16.9","111","14","0","M","990","22","28","35","58","10.7","21.0","108","13"
"2130","2018-03-23","2300","33","69","31","31","12.3","26.1","111","14","0","M","990","24","23","33","69","14.2","29.9","106","13"
"2131","2018-03-23","2400","30","86","31","31","12.9","21.2","110","14","0","M","990","26","19","30","86","14.9","25.5","106","13"
"2132","Date","Hour(CST)","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo","Fargo"
"2133","Date","Hour(CST)","AvgAirTemp(°F)","AvgRelHum(%)","AvgBareSoilTemp(°F)","AvgTurfSoilTemp(°F)","AvgWindSpd(mph)","MaxWindSpd(mph)","AvgWindDir(deg)","WindDirStD(deg)","TotalSolarRad(Lys)","TotalRainfall(inch)","StnBaroPres(mb)","AvgDewPoint(°F)","AvgWindChill(°F)","9 mAvgAirTemp(°F)","9 mAvgRelHum(%)","10 mAvgWindSpd(mph)","10 mMaxWindSpd(mph)","10 mAvgWindDir(deg)","10 mWindDirStD(deg)"
"2134","2018-03-24","100","29","86","31","31","11.4","22.4","109","14","0","M","989","26","19","29","87","13.2","25.5","105","13"
"2135","2018-03-24","200","29","84","31","31","10.1","17.3","106","16","0","M","989","25","19","29","84","11.8","21.1","100","14"
"2136","2018-03-24","300","29","85","31","31","8.6","18.4","115","17","0","M","989","25","20","29","86","9.6","20.2","110","16"
"2137","2018-03-24","400","28","93","31","31","6.8","13.7","116","16","0","M","990","26","20","27","94","7.6","13.7","111","15"
"2138","2018-03-24","500","28","94","31","31","7.3","14.9","127","15","0","M","991","26","19","27","95","8.1","16.1","122","14"
"2139","2018-03-24","600","27","94","31","31","7.5","13.5","114","15","0","M","991","26","18","27","95","8.5","15.5","110","14"
"2140","2018-03-24","700","27","94","31","31","8.7","16.9","109","14","1","M","991","25","17","26","94","9.9","19.7","105","12"
"2141","2018-03-24","800","27","93","31","31","8.1","14.7","112","15","6","M","991","25","17","26","94","9.0","15.7","108","14"
"2142","2018-03-24","900","27","90","31","31","9.3","16.4","124","16","14","M","992","24","17","26","91","10.3","17.8","120","15"
"2143","2018-03-24","1000","28","83","31","31","9.4","17.6","137","13","25","M","992","23","18","28","85","10.3","18.6","132","11"
"2144","2018-03-24","1100","30","72","31","31","9.4","15.7","141","14","26","M","992","21","20","29","76","10.4","17.1","136","12"
"2145","2018-03-24","1200","31","67","31","31","9.7","16.4","135","14","36","M","991","21","21","30","72","10.8","19.3","131","12"
"2146","2018-03-24","1300","32","58","31","31","10.2","17.8","130","14","43","M","991","19","23","32","59","11.3","19.9","125","13"
"2147","2018-03-24","1400","33","56","31","31","11.2","18.1","153","16","49","M","991","19","24","33","55","12.3","19.8","149","14"
"2148","2018-03-24","1500","34","57","31","31","11.7","19.0","161","14","57","M","990","20","25","34","56","12.8","20.4","156","14"
